size,numpy_ms,cupy_ms,speedup
256,0.12040138244628901,0.28073787689208984,0.4288747346072185
512,0.8809566497802734,0.9114742279052734,0.9665184410149098
1024,7.585644721984863,4.191994667053223,1.8095549552111474
